duration_sec,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity
-0.11265132641781178,-0.31134811493983927,0.12436009121162,1.6022590915304675,1.524274200031506,-1.5241629822243163,0.41579386051564604,-1.6201695695519707,0.9011740216726656,-0.8816467162834196,-0.7813224230514842,-0.011216931195495923,1.5099882441004486
-0.11359617301813321,1.074578897346378,-0.31345886183038957,1.4608901909017882,0.13932729206742586,-1.2664412451162042,-0.8916422660046107,-0.8735315933624671,-1.109663589884564,0.19299969897781,0.7618139179874293,-0.011216931195495923,-0.7157131347809916
-0.11300564389293233,-1.4893860753831236,0.8483126907299031,0.9712710716512395,0.5295991140124161,0.47187739292873476,-0.6852049828698334,-1.397288084494195,-1.109663589884564,1.2676461142390396,1.5230945128999605,-0.011216931195495923,1.41914328986039
-0.11300564389293233,0.693448968967668,0.4173885243499726,0.7471496438252838,0.004631707502340618,0.38761107214394774,-0.19663674611752677,-1.3982630035068977,0.9011740216726656,0.4616613027931174,1.0361492675054587,-0.011216931195495923,-1.669585154301609
-0.11194269146757072,-0.20740358901837289,0.15883402452201448,0.7023253582600927,0.20149448494361905,1.018305390595035,-0.6852049828698334,-1.3930134395923477,0.9011740216726656,0.7303229066084248,-0.006325060663052124,-0.011216931195495923,-1.6241626771815796
-0.11129310942984973,-0.9696634457757923,-0.013535642029957872,-1.2216708990765703,1.4793756718431446,0.14378893434054282,-1.3733292599857578,-1.5459257370461836,-1.109663589884564,0.19299969897781,-1.203113022935454,-0.011216931195495923,0.6469611788198901
-0.1120607972926109,-0.553885342089927,-0.49617070837548005,-0.9699652955181898,0.4052647282600297,0.9627069933762064,-0.34114284431187103,-1.097762966283982,-1.109663589884564,1.2676461142390396,0.3503108937103857,-0.011216931195495923,-1.1245154288612562
-0.1120017443800908,-1.6279787766117453,0.6414690908675362,1.5884670036642548,1.5311816659066386,0.5914718619463193,-0.30673663045607474,-0.5037373124674838,-1.109663589884564,1.2676461142390396,-1.364285040777296,-0.011216931195495923,0.6015387016998608
-0.11217890311765107,-0.9003670951614814,-0.5306446416858746,-1.1285743059796352,0.004631707502340618,0.7669543031682472,-1.5969696500484334,-0.7986128169248081,-1.109663589884564,1.2676461142390396,1.0361492675054587,-0.011216931195495923,0.19273640761959623
-0.11341901428057295,0.06978181343887055,-1.6096787543012205,1.312625246340002,1.4068472801542526,-0.5552450806920213,-0.8916422660046107,-1.245050730972229,0.9011740216726656,0.4616613027931174,-1.295701203397789,-0.011216931195495923,1.6462556754605369
-0.11158837399245018,1.66359787756802,-1.7372323075496798,-0.9423811197857644,1.5864413929076993,0.16608620822517722,-0.34458346569745074,-1.3980380221962752,0.9011740216726656,0.4616613027931174,-1.0213658538797596,-0.011216931195495923,-0.4886007491808447
-0.10774993467864437,-1.4893860753831236,-0.7236986682240834,1.6643234869284245,0.3707273988843668,1.6093279360306039,0.6910435713620161,-1.622494376428415,0.9011740216726656,0.9989845104237323,-0.6784466669822234,-0.011216931195495923,1.555410721220478
-0.10786804050368455,0.7973934948891344,1.2964738237650308,-0.9285890319195519,0.7575454878917908,1.1419539094098257,-0.7196111967256296,-1.097762966283982,0.9011740216726656,-1.150308320098727,-1.6386203902953251,-0.011216931195495923,1.6916781525805662
-0.11194269146757072,0.41626356651042473,0.8965761973644554,-0.5148263959331727,-1.0763867019559066,0.46753376814601383,-0.8572360521488145,-1.395788209090039,0.9011740216726656,-0.8816467162834196,-0.4041113174641943,-0.011216931195495923,1.0103409957801253
